form	wsafter	testid	anas	lemma	xpostag	separated	previd	prevold	prevclosest
Fölidézte	" "	v36	[{"lemma": "fölidézte", "tag": "[/N][Poss.3Sg][Nom]", "morphana": "föl[/Prev]=föl+idéz[/V]=idéz+te[_Ger:tA/N]=t+e[Poss.3Sg]=e+[Nom]=", "readable": "föl[/Prev] + idéz[/V] + te[_Ger:tA/N]=t + e[Poss.3Sg] + [Nom]", "twolevel": "f:f ö:ö l:l :[/Prev] i:i d:d é:é z:z :[/V] t:t :e :[_Ger:tA/N] e:e :[Poss.3Sg] :[Nom]"}, {"lemma": "fölidéz", "tag": "[/V][Pst.Def.3Sg]", "morphana": "föl[/Prev]=föl+idéz[/V]=idéz+te[Pst.Def.3Sg]=te", "readable": "föl[/Prev] + idéz[/V] + te[Pst.Def.3Sg]", "twolevel": "f:f ö:ö l:l :[/Prev] i:i d:d é:é z:z :[/V] t:t e:e :[Pst.Def.3Sg]"}, {"lemma": "fölidézte", "tag": "[/Adj][Nom]", "morphana": "föl[/Prev]=föl+idéz[/V]=idéz+te[_PerfPtcp_Subj=tA/Adj]=te+[Nom]=", "readable": "föl[/Prev] + idéz[/V] + te[_PerfPtcp_Subj=tA/Adj] + [Nom]", "twolevel": "f:f ö:ö l:l :[/Prev] i:i d:d é:é z:z :[/V] t:t e:e :[_PerfPtcp_Subj=tA/Adj] :[Nom]"}]	fölidéz	[/Prev][/V][Pst.Def.3Sg]	pfx		.	.
magában	" "	.	[{"lemma": "maga", "tag": "[/N|Pro][3Sg][Ine]", "morphana": "maga[/N|Pro]=mag+á[3Sg]=á+ban[Ine]=ban", "readable": "maga[/N|Pro]=mag + á[3Sg] + ban[Ine]", "twolevel": "m:m a:a g:g :a :[/N|Pro] á:á :[ :3 :S :g :] b:b a:a n:n :[Ine]"}]	maga	[/N|Pro][3Sg][Ine]			.	.
Veron	" "	.	[{"lemma": "Veron", "tag": "[/N][Nom]", "morphana": "Veron[/N]=Veron+[Nom]=", "readable": "Veron[/N] + [Nom]", "twolevel": "V:V e:e r:r o:o n:n :[/N] :[Nom]"}]	Veron	[/N][Nom]			.	.
jobbjának	" "	.	[{"lemma": "jobb", "tag": "[/Adj][Poss.3Sg][Dat]", "morphana": "jobb[/Adj]=jobb+ja[Poss.3Sg]=já+nak[Dat]=nak", "readable": "jobb[/Adj] + ja[Poss.3Sg]=já + nak[Dat]", "twolevel": "j:j o:o b:b b:b :[/Adj] j:j á:a :[Poss.3Sg] n:n a:a k:k :[Dat]"}, {"lemma": "jobb", "tag": "[/N][Poss.3Sg][Dat]", "morphana": "jobb[/N]=jobb+ja[Poss.3Sg]=já+nak[Dat]=nak", "readable": "jobb[/N] + ja[Poss.3Sg]=já + nak[Dat]", "twolevel": "j:j o:o b:b b:b :[/N] j:j á:a :[Poss.3Sg] n:n a:a k:k :[Dat]"}, {"lemma": "jó", "tag": "[/Adj][_Comp/Adj][Poss.3Sg][Dat]", "morphana": "jó[/Adj]=jo+bb[_Comp/Adj]=bb+ja[Poss.3Sg]=já+nak[Dat]=nak", "readable": "jó[/Adj]=jo + bb[_Comp/Adj] + ja[Poss.3Sg]=já + nak[Dat]", "twolevel": "j:j o:ó :[/Adj] b:b b:b :[_Comp/Adj] j:j á:a :[Poss.3Sg] n:n a:a k:k :[Dat]"}]	jobb	[/N][Poss.3Sg][Dat]			.	.
barátságos	" "	.	[{"lemma": "barátságos", "tag": "[/Adj][Nom]", "morphana": "Barát[/N]=barát+ság[_Nz_Abstr/N]=ság+os[_Adjz:s/Adj]=os+[Nom]=", "readable": "Barát[/N]=barát + ság[_Nz_Abstr/N] + os[_Adjz:s/Adj] + [Nom]", "twolevel": "b:B a:a r:r á:á t:t :[/N] s:s á:á g:g :[_Nz_Abstr/N] o:o s:s :[_Adjz:s/Adj] :[Nom]"}, {"lemma": "barátságos", "tag": "[/N][Nom]", "morphana": "Barát[/N]=barát+ság[_Nz_Abstr/N]=ság+os[_Nz:s/N]=os+[Nom]=", "readable": "Barát[/N]=barát + ság[_Nz_Abstr/N] + os[_Nz:s/N] + [Nom]", "twolevel": "b:B a:a r:r á:á t:t :[/N] s:s á:á g:g :[_Nz_Abstr/N] o:o s:s :[_Nz:s/N] :[Nom]"}, {"lemma": "barátságos", "tag": "[/Adj][Nom]", "morphana": "barát[/N]=barát+ság[_Nz_Abstr/N]=ság+os[_Adjz:s/Adj]=os+[Nom]=", "readable": "barát[/N] + ság[_Nz_Abstr/N] + os[_Adjz:s/Adj] + [Nom]", "twolevel": "b:b a:a r:r á:á t:t :[/N] s:s á:á g:g :[_Nz_Abstr/N] o:o s:s :[_Adjz:s/Adj] :[Nom]"}, {"lemma": "barátságos", "tag": "[/N][Nom]", "morphana": "barát[/N]=barát+ság[_Nz_Abstr/N]=ság+os[_Nz:s/N]=os+[Nom]=", "readable": "barát[/N] + ság[_Nz_Abstr/N] + os[_Nz:s/N] + [Nom]", "twolevel": "b:b a:a r:r á:á t:t :[/N] s:s á:á g:g :[_Nz_Abstr/N] o:o s:s :[_Nz:s/N] :[Nom]"}, {"lemma": "barátságos", "tag": "[/Adj][Nom]", "morphana": "barátság[/N]=barátság+os[_Adjz:s/Adj]=os+[Nom]=", "readable": "barátság[/N] + os[_Adjz:s/Adj] + [Nom]", "twolevel": "b:b a:a r:r á:á t:t s:s á:á g:g :[/N] o:o s:s :[_Adjz:s/Adj] :[Nom]"}, {"lemma": "barátságos", "tag": "[/N][Nom]", "morphana": "barátság[/N]=barátság+os[_Nz:s/N]=os+[Nom]=", "readable": "barátság[/N] + os[_Nz:s/N] + [Nom]", "twolevel": "b:b a:a r:r á:á t:t s:s á:á g:g :[/N] o:o s:s :[_Nz:s/N] :[Nom]"}, {"lemma": "barátságos", "tag": "[/Adj][Nom]", "morphana": "barátságos[/Adj]=barátságos+[Nom]=", "readable": "barátságos[/Adj] + [Nom]", "twolevel": "b:b a:a r:r á:á t:t s:s á:á g:g o:o s:s :[/Adj] :[Nom]"}]	barátságos	[/Adj][Nom]			.	.
szorítását	""	.	[{"lemma": "szorítás", "tag": "[/N][Poss.3Sg][Acc]", "morphana": "szorít[/V]=szorít+ás[_Ger/N]=ás+a[Poss.3Sg]=á+t[Acc]=t", "readable": "szorít[/V] + ás[_Ger/N] + a[Poss.3Sg]=á + t[Acc]", "twolevel": "s:s z:z o:o r:r í:í t:t :[/V] á:á s:s :[_Ger/N] á:a :[Poss.3Sg] t:t :[Acc]"}]	szorítás	[/N][Poss.3Sg][Acc]			.	.
,	" "	.	[{"lemma": ",", "tag": "[Punct]", "morphana": "", "readable": "", "twolevel": ""}]	,	[Punct]			.	.
hangjának	" "	.	[{"lemma": "hang", "tag": "[/N][Poss.3Sg][Dat]", "morphana": "hang[/N]=hang+ja[Poss.3Sg]=já+nak[Dat]=nak", "readable": "hang[/N] + ja[Poss.3Sg]=já + nak[Dat]", "twolevel": "h:h a:a n:n g:g :[/N] j:j á:a :[Poss.3Sg] n:n a:a k:k :[Dat]"}]	hang	[/N][Poss.3Sg][Dat]			.	.
zengését	""	.	[{"lemma": "zengés", "tag": "[/N][Poss.3Sg][Acc]", "morphana": "zeng[/V]=zeng+és[_Ger/N]=és+e[Poss.3Sg]=é+t[Acc]=t", "readable": "zeng[/V] + és[_Ger/N] + e[Poss.3Sg]=é + t[Acc]", "twolevel": "z:z e:e n:n g:g :[/V] é:é s:s :[_Ger/N] é:e :[Poss.3Sg] t:t :[Acc]"}, {"lemma": "zengés", "tag": "[/N][AnP][Acc]", "morphana": "zeng[/V]=zeng+és[_Ger/N]=és+é[AnP]=é+t[Acc]=t", "readable": "zeng[/V] + és[_Ger/N] + é[AnP] + t[Acc]", "twolevel": "z:z e:e n:n g:g :[/V] é:é s:s :[_Ger/N] é:é :[AnP] t:t :[Acc]"}, {"lemma": "zengés", "tag": "[/N][Poss.3Sg][Acc]", "morphana": "zengés[/N]=zengés+e[Poss.3Sg]=é+t[Acc]=t", "readable": "zengés[/N] + e[Poss.3Sg]=é + t[Acc]", "twolevel": "z:z e:e n:n g:g é:é s:s :[/N] é:e :[Poss.3Sg] t:t :[Acc]"}, {"lemma": "zengés", "tag": "[/N][AnP][Acc]", "morphana": "zengés[/N]=zengés+é[AnP]=é+t[Acc]=t", "readable": "zengés[/N] + é[AnP] + t[Acc]", "twolevel": "z:z e:e n:n g:g é:é s:s :[/N] é:é :[AnP] t:t :[Acc]"}]	zengés	[/N][Poss.3Sg][Acc]			.	.
,	" "	.	[{"lemma": ",", "tag": "[Punct]", "morphana": "", "readable": "", "twolevel": ""}]	,	[Punct]			.	.
derűs	" "	.	[{"lemma": "derűs", "tag": "[/Adj][Nom]", "morphana": "derű[/N]=derű+s[_Adjz:s/Adj]=s+[Nom]=", "readable": "derű[/N] + s[_Adjz:s/Adj] + [Nom]", "twolevel": "d:d e:e r:r ű:ű :[/N] s:s :[_Adjz:s/Adj] :[Nom]"}, {"lemma": "derűs", "tag": "[/N][Nom]", "morphana": "derű[/N]=derű+s[_Nz:s/N]=s+[Nom]=", "readable": "derű[/N] + s[_Nz:s/N] + [Nom]", "twolevel": "d:d e:e r:r ű:ű :[/N] s:s :[_Nz:s/N] :[Nom]"}, {"lemma": "derűs", "tag": "[/Adj][Nom]", "morphana": "derűs[/Adj]=derűs+[Nom]=", "readable": "derűs[/Adj] + [Nom]", "twolevel": "d:d e:e r:r ű:ű s:s :[/Adj] :[Nom]"}]	derűs	[/Adj][Nom]			.	.
szemének	" "	.	[{"lemma": "szem", "tag": "[/N][Poss.3Sg][Dat]", "morphana": "szem[/N]=szem+e[Poss.3Sg]=é+nek[Dat]=nek", "readable": "szem[/N] + e[Poss.3Sg]=é + nek[Dat]", "twolevel": "s:s z:z e:e m:m :[/N] é:e :[Poss.3Sg] n:n e:e k:k :[Dat]"}, {"lemma": "szem", "tag": "[/N][AnP][Dat]", "morphana": "szem[/N]=szem+é[AnP]=é+nek[Dat]=nek", "readable": "szem[/N] + é[AnP] + nek[Dat]", "twolevel": "s:s z:z e:e m:m :[/N] é:é :[AnP] n:n e:e k:k :[Dat]"}]	szem	[/N][Poss.3Sg][Dat]			.	.
biztató	" "	.	[{"lemma": "biztató", "tag": "[/Adj][Nom]", "morphana": "biztat[/V]=biztat+ó[_ImpfPtcp/Adj]=ó+[Nom]=", "readable": "biztat[/V] + ó[_ImpfPtcp/Adj] + [Nom]", "twolevel": "b:b i:i z:z t:t a:a t:t :[/V] ó:ó :[_ImpfPtcp/Adj] :[Nom]"}, {"lemma": "biztató", "tag": "[/Adj][Nom]", "morphana": "biztató[/Adj]=biztató+[Nom]=", "readable": "biztató[/Adj] + [Nom]", "twolevel": "b:b i:i z:z t:t a:a t:t ó:ó :[/Adj] :[Nom]"}]	biztató	[/Adj][Nom]			.	.
csillámát	" "	.	[{"lemma": "csillám", "tag": "[/N][Poss.3Sg][Acc]", "morphana": "csillám[/N]=csillám+a[Poss.3Sg]=á+t[Acc]=t", "readable": "csillám[/N] + a[Poss.3Sg]=á + t[Acc]", "twolevel": "c:c s:s i:i l:l l:l á:á m:m :[/N] á:a :[Poss.3Sg] t:t :[Acc]"}]	csillám	[/N][Poss.3Sg][Acc]			.	.
és	" "	.	[{"lemma": "és", "tag": "[/Cnj]", "morphana": "és[/Cnj]=és", "readable": "és[/Cnj]", "twolevel": "é:é s:s :[/Cnj]"}]	és	[/Cnj]			.	.
jó	" "	.	[{"lemma": "jó", "tag": "[/Adj][Nom]", "morphana": "jó[/Adj]=jó+[Nom]=", "readable": "jó[/Adj] + [Nom]", "twolevel": "j:j ó:ó :[/Adj] :[Nom]"}, {"lemma": "jó", "tag": "[/Adv]", "morphana": "jó[/Adv]=jó", "readable": "jó[/Adv]", "twolevel": "j:j ó:ó :[/Adv]"}, {"lemma": "jó", "tag": "[/Inj-Utt]", "morphana": "jó[/Inj-Utt]=jó", "readable": "jó[/Inj-Utt]", "twolevel": "j:j ó:ó :[/Inj-Utt]"}]	jó	[/Adj][Nom]			.	.
mosolyát	""	.	[{"lemma": "mosoly", "tag": "[/N][Poss.3Sg][Acc]", "morphana": "mosoly[/N]=mosoly+a[Poss.3Sg]=á+t[Acc]=t", "readable": "mosoly[/N] + a[Poss.3Sg]=á + t[Acc]", "twolevel": "m:m o:o s:s o:o l:l y:y :[/N] á:a :[Poss.3Sg] t:t :[Acc]"}]	mosoly	[/N][Poss.3Sg][Acc]			.	.
,	" "	.	[{"lemma": ",", "tag": "[Punct]", "morphana": "", "readable": "", "twolevel": ""}]	,	[Punct]			.	.
föl	" "	p36	[{"lemma": "föl", "tag": "[/Adv]", "morphana": "föl[/Adv]=föl", "readable": "föl[/Adv]", "twolevel": "f:f ö:ö l:l :[/Adv]"}, {"lemma": "föl", "tag": "[/N][Nom]", "morphana": "föl[/N]=föl+[Nom]=", "readable": "föl[/N] + [Nom]", "twolevel": "f:f ö:ö l:l :[/N] :[Nom]"}, {"lemma": "föl", "tag": "[/Prev]", "morphana": "föl[/Prev]=föl", "readable": "föl[/Prev]", "twolevel": "f:f ö:ö l:l :[/Prev]"}]	föl	[/Prev]			.	37
a	" "	.	[{"lemma": "a", "tag": "[/Det|Art.Def]", "morphana": "a[/Det|Art.Def]=a", "readable": "a[/Det|Art.Def]", "twolevel": "a:a :[/Det|Art.Def]"}, {"lemma": "a", "tag": "[/Det|Pro|(Post)]", "morphana": "a[/Det|Pro|(Post)]=a", "readable": "a[/Det|Pro|(Post)]", "twolevel": "a:a :[/Det|Pro|(Post)]"}, {"lemma": "a", "tag": "[/N][Nom]", "morphana": "a[/N|Ltr]=a+[Nom]=", "readable": "a[/N|Ltr] + [Nom]", "twolevel": "a:a :[/N|Ltr] :[Nom]"}, {"lemma": "a", "tag": "[/N|Pro|(Post)][Nom]", "morphana": "a[/N|Pro|(Post)]=a+[Nom]=", "readable": "a[/N|Pro|(Post)] + [Nom]", "twolevel": "a:a :[/N|Pro|(Post)] :[Nom]"}]	a	[/Det|Art.Def]			.	.
mély	" "	.	[{"lemma": "mély", "tag": "[/Adj][Nom]", "morphana": "mély[/Adj]=mély+[Nom]=", "readable": "mély[/Adj] + [Nom]", "twolevel": "m:m é:é l:l y:y :[/Adj] :[Nom]"}, {"lemma": "mély", "tag": "[/N][Nom]", "morphana": "mély[/N|def]=mély+[Nom]=", "readable": "mély[/N|def] + [Nom]", "twolevel": "m:m é:é l:l y:y :[/N|def] :[Nom]"}]	mély	[/Adj][Nom]			.	.
beszélgetéseket	""	.	[{"lemma": "beszélgetés", "tag": "[/N][Pl][Acc]", "morphana": "beszél[/V]=beszél+get[_Freq/V]=get+és[_Ger/N]=és+ek[Pl]=ek+et[Acc]=et", "readable": "beszél[/V] + get[_Freq/V] + és[_Ger/N] + ek[Pl] + et[Acc]", "twolevel": "b:b e:e s:s z:z é:é l:l :[/V] g:g e:e t:t :[_Freq/V] é:é s:s :[_Ger/N] e:e k:k :[Pl] e:e t:t :[Acc]"}, {"lemma": "beszélgetés", "tag": "[/N][Pl][Acc]", "morphana": "beszélget[/V]=beszélget+és[_Ger/N]=és+ek[Pl]=ek+et[Acc]=et", "readable": "beszélget[/V] + és[_Ger/N] + ek[Pl] + et[Acc]", "twolevel": "b:b e:e s:s z:z é:é l:l g:g e:e t:t :[/V] é:é s:s :[_Ger/N] e:e k:k :[Pl] e:e t:t :[Acc]"}, {"lemma": "beszélgetés", "tag": "[/N][Pl][Acc]", "morphana": "beszélgetés[/N]=beszélgetés+ek[Pl]=ek+et[Acc]=et", "readable": "beszélgetés[/N] + ek[Pl] + et[Acc]", "twolevel": "b:b e:e s:s z:z é:é l:l g:g e:e t:t é:é s:s :[/N] e:e k:k :[Pl] e:e t:t :[Acc]"}]	beszélgetés	[/N][Pl][Acc]			.	.
,	" "	.	[{"lemma": ",", "tag": "[Punct]", "morphana": "", "readable": "", "twolevel": ""}]	,	[Punct]			.	.
amikor	" "	.	[{"lemma": "ami", "tag": "[/N|Pro|Rel][Temp]", "morphana": "ami[/N|Pro|Rel]=ami+kor[Temp]=kor", "readable": "ami[/N|Pro|Rel] + kor[Temp]", "twolevel": "a:a m:m i:i :[/N|Pro|Rel] k:k o:o r:r :[Temp]"}, {"lemma": "amikor", "tag": "[/Adv|Pro|Rel]", "morphana": "amikor[/Adv|Pro|Rel]=amikor", "readable": "amikor[/Adv|Pro|Rel]", "twolevel": "a:a m:m i:i k:k o:o r:r :[/Adv|Pro|Rel]"}, {"lemma": "amikor", "tag": "[/Cnj]", "morphana": "amikor[/Cnj]=amikor", "readable": "amikor[/Cnj]", "twolevel": "a:a m:m i:i k:k o:o r:r :[/Cnj]"}]	amikor	[/Adv|Pro|Rel]			.	.
már	" "	.	[{"lemma": "már", "tag": "[/Adv]", "morphana": "már[/Adv]=már", "readable": "már[/Adv]", "twolevel": "m:m á:á r:r :[/Adv]"}]	már	[/Adv]			.	.
azt	" "	.	[{"lemma": "az", "tag": "[/Det|Pro][Acc]", "morphana": "az[/Det|Pro]=az+t[Acc]=t", "readable": "az[/Det|Pro] + t[Acc]", "twolevel": "a:a z:z :[/Det|Pro] t:t :[Acc]"}, {"lemma": "az", "tag": "[/N|Pro][Acc]", "morphana": "az[/N|Pro]=az+t[Acc]=t", "readable": "az[/N|Pro] + t[Acc]", "twolevel": "a:a z:z :[/N|Pro] t:t :[Acc]"}]	az	[/Det|Pro][Acc]			.	.
hitte	" "	.	[{"lemma": "hisz", "tag": "[/V][Pst.Def.3Sg]", "morphana": "hisz[/V]=hi+tte[Pst.Def.3Sg]=tte", "readable": "hisz[/V]=hi + tte[Pst.Def.3Sg]", "twolevel": "h:h i:i :s :z :[/V] t:t t:t e:e :[Pst.Def.3Sg]"}, {"lemma": "hitte", "tag": "[/N][Nom]", "morphana": "hisz[/V]=hi+tte[_Ger:tA/N]=tte+[Nom]=", "readable": "hisz[/V]=hi + tte[_Ger:tA/N] + [Nom]", "twolevel": "h:h i:i :s :z :[/V] t:t t:t e:e :[_Ger:tA/N] :[Nom]"}, {"lemma": "hitte", "tag": "[/Adj][Nom]", "morphana": "hisz[/V]=hi+tte[_PerfPtcp_Subj=tA/Adj]=tte+[Nom]=", "readable": "hisz[/V]=hi + tte[_PerfPtcp_Subj=tA/Adj] + [Nom]", "twolevel": "h:h i:i :s :z :[/V] t:t t:t e:e :[_PerfPtcp_Subj=tA/Adj] :[Nom]"}]	hisz	[/V][Pst.Def.3Sg]			.	37
István	""	.	[{"lemma": "István", "tag": "[/N][Nom]", "morphana": "István[/N]=István+[Nom]=", "readable": "István[/N] + [Nom]", "twolevel": "I:I s:s t:t v:v á:á n:n :[/N] :[Nom]"}]	István	[/N][Nom]			.	.
,	" "	.	[{"lemma": ",", "tag": "[Punct]", "morphana": "", "readable": "", "twolevel": ""}]	,	[Punct]			.	.
elmondott	" "	.	[{"lemma": "elmond", "tag": "[/V][Pst.NDef.3Sg]", "morphana": "el[/Prev]=el+mond[/V]=mond+ott[Pst.NDef.3Sg]=ott", "readable": "el[/Prev] + mond[/V] + ott[Pst.NDef.3Sg]", "twolevel": "e:e l:l :[/Prev] m:m o:o n:n d:d :[/V] o:o t:t t:t :[Pst.NDef.3Sg]"}, {"lemma": "elmondott", "tag": "[/Adj][Nom]", "morphana": "el[/Prev]=el+mond[/V]=mond+ott[_PerfPtcp/Adj]=ott+[Nom]=", "readable": "el[/Prev] + mond[/V] + ott[_PerfPtcp/Adj] + [Nom]", "twolevel": "e:e l:l :[/Prev] m:m o:o n:n d:d :[/V] o:o t:t t:t :[_PerfPtcp/Adj] :[Nom]"}]	elmond	[/Prev][/V][Pst.NDef.3Sg]	pfx		.	.
mindent	""	.	[{"lemma": "minden", "tag": "[/N|Pro][Acc]", "morphana": "minden[/N|Pro]=minden+t[Acc]=t", "readable": "minden[/N|Pro] + t[Acc]", "twolevel": "m:m i:i n:n d:d e:e n:n :[/N|Pro] t:t :[Acc]"}]	minden	[/N|Pro][Acc]			.	.
,	" "	.	[{"lemma": ",", "tag": "[Punct]", "morphana": "", "readable": "", "twolevel": ""}]	,	[Punct]			.	.
s	" "	.	[{"lemma": "s", "tag": "[/Cnj]", "morphana": "s[/Cnj]=s", "readable": "s[/Cnj]", "twolevel": "s:s :[/Cnj]"}, {"lemma": "s", "tag": "[/N][Nom]", "morphana": "s[/N|Ltr]=s+[Nom]=", "readable": "s[/N|Ltr] + [Nom]", "twolevel": "s:s :[/N|Ltr] :[Nom]"}, {"lemma": "s", "tag": "[/N][Nom]", "morphana": "s[/N|Unit|Abbr]=s+[Nom]=", "readable": "s[/N|Unit|Abbr] + [Nom]", "twolevel": "s:s :[/N|Unit|Abbr] :[Nom]"}]	s	[/Cnj]			.	.
Veron	" "	.	[{"lemma": "Veron", "tag": "[/N][Nom]", "morphana": "Veron[/N]=Veron+[Nom]=", "readable": "Veron[/N] + [Nom]", "twolevel": "V:V e:e r:r o:o n:n :[/N] :[Nom]"}]	Veron	[/N][Nom]			.	.
halkan	" "	.	[{"lemma": "halkan", "tag": "[/N][Nom]", "morphana": "hal[/N]=hal+kan[/N]=kan+[Nom]=", "readable": "hal[/N] + kan[/N] + [Nom]", "twolevel": "h:h a:a l:l :[/N] k:k a:a n:n :[/N] :[Nom]"}, {"lemma": "halk", "tag": "[/Adj][_Manner/Adv]", "morphana": "halk[/Adj]=halk+an[_Manner/Adv]=an", "readable": "halk[/Adj] + an[_Manner/Adv]", "twolevel": "h:h a:a l:l k:k :[/Adj] a:a n:n :[_Manner/Adv]"}]	halk	[/Adj][_Manner/Adv]			.	.
kérdezni	" "	.	[{"lemma": "kérdez", "tag": "[/V][Inf]", "morphana": "kérdez[/V]=kérdez+ni[Inf]=ni", "readable": "kérdez[/V] + ni[Inf]", "twolevel": "k:k é:é r:r d:d e:e z:z :[/V] n:n i:i :[Inf]"}]	kérdez	[/V][Inf]			.	.
kezdett	""	.	[{"lemma": "kezd", "tag": "[/V][Pst.NDef.3Sg]", "morphana": "kezd[/V]=kezd+ett[Pst.NDef.3Sg]=ett", "readable": "kezd[/V] + ett[Pst.NDef.3Sg]", "twolevel": "k:k e:e z:z d:d :[/V] e:e t:t t:t :[Pst.NDef.3Sg]"}, {"lemma": "kezdett", "tag": "[/Adj][Nom]", "morphana": "kezd[/V]=kezd+ett[_PerfPtcp/Adj]=ett+[Nom]=", "readable": "kezd[/V] + ett[_PerfPtcp/Adj] + [Nom]", "twolevel": "k:k e:e z:z d:d :[/V] e:e t:t t:t :[_PerfPtcp/Adj] :[Nom]"}]	kezd	[/V][Pst.NDef.3Sg]			.	.
,	" "	.	[{"lemma": ",", "tag": "[Punct]", "morphana": "", "readable": "", "twolevel": ""}]	,	[Punct]			.	.
aprók	""	.	[{"lemma": "apró", "tag": "[/Adj][Pl][Nom]", "morphana": "apró[/Adj]=apró+k[Pl]=k+[Nom]=", "readable": "apró[/Adj] + k[Pl] + [Nom]", "twolevel": "a:a p:p r:r ó:ó :[/Adj] k:k :[Pl] :[Nom]"}]	apró	[/Adj][Pl][Nom]			.	.
,	" "	.	[{"lemma": ",", "tag": "[Punct]", "morphana": "", "readable": "", "twolevel": ""}]	,	[Punct]			.	.
szinte	" "	.	[{"lemma": "szinte", "tag": "[/Adv]", "morphana": "szinte[/Adv]=szinte", "readable": "szinte[/Adv]", "twolevel": "s:s z:z i:i n:n t:t e:e :[/Adv]"}]	szinte	[/Adv]			.	.
tőmondatosak	" "	.	[{"lemma": "tőmondatos", "tag": "[/Adj][Pl][Nom]", "morphana": "tő[/N]=tő+mondat[/N]=mondat+os[_Adjz:s/Adj]=os+ak[Pl]=ak+[Nom]=", "readable": "tő[/N] + mondat[/N] + os[_Adjz:s/Adj] + ak[Pl] + [Nom]", "twolevel": "t:t ő:ő :[/N] m:m o:o n:n d:d a:a t:t :[/N] o:o s:s :[_Adjz:s/Adj] a:a k:k :[Pl] :[Nom]"}, {"lemma": "tőmondatos", "tag": "[/Adj][Pl][Nom]", "morphana": "tőmondat[/N]=tőmondat+os[_Adjz:s/Adj]=os+ak[Pl]=ak+[Nom]=", "readable": "tőmondat[/N] + os[_Adjz:s/Adj] + ak[Pl] + [Nom]", "twolevel": "t:t ő:ő m:m o:o n:n d:d a:a t:t :[/N] o:o s:s :[_Adjz:s/Adj] a:a k:k :[Pl] :[Nom]"}]	tőmondatos	[/Adj][Pl][Nom]			.	.
voltak	" "	.	[{"lemma": "volt", "tag": "[/Adj][Pl][Nom]", "morphana": "van[/V]=vol+t[_PerfPtcp/Adj]=t+ak[Pl]=ak+[Nom]=", "readable": "van[/V]=vol + t[_PerfPtcp/Adj] + ak[Pl] + [Nom]", "twolevel": "v:v o:a l:n :[/V] t:t :[_PerfPtcp/Adj] a:a k:k :[Pl] :[Nom]"}, {"lemma": "van", "tag": "[/V][Pst.NDef.3Pl]", "morphana": "van[/V]=vol+tak[Pst.NDef.3Pl]=tak", "readable": "van[/V]=vol + tak[Pst.NDef.3Pl]", "twolevel": "v:v o:a l:n :[/V] t:t a:a k:k :[Pst.NDef.3Pl]"}, {"lemma": "volt", "tag": "[/Adj|Attr][Pl][Nom]", "morphana": "volt[/Adj|Attr]=volt+ak[Pl]=ak+[Nom]=", "readable": "volt[/Adj|Attr] + ak[Pl] + [Nom]", "twolevel": "v:v o:o l:l t:t :[/Adj|Attr] a:a k:k :[Pl] :[Nom]"}]	van	[/V][Pst.NDef.3Pl]			.	.
a	" "	.	[{"lemma": "a", "tag": "[/Det|Art.Def]", "morphana": "a[/Det|Art.Def]=a", "readable": "a[/Det|Art.Def]", "twolevel": "a:a :[/Det|Art.Def]"}, {"lemma": "a", "tag": "[/Det|Pro|(Post)]", "morphana": "a[/Det|Pro|(Post)]=a", "readable": "a[/Det|Pro|(Post)]", "twolevel": "a:a :[/Det|Pro|(Post)]"}, {"lemma": "a", "tag": "[/N][Nom]", "morphana": "a[/N|Ltr]=a+[Nom]=", "readable": "a[/N|Ltr] + [Nom]", "twolevel": "a:a :[/N|Ltr] :[Nom]"}, {"lemma": "a", "tag": "[/N|Pro|(Post)][Nom]", "morphana": "a[/N|Pro|(Post)]=a+[Nom]=", "readable": "a[/N|Pro|(Post)] + [Nom]", "twolevel": "a:a :[/N|Pro|(Post)] :[Nom]"}]	a	[/Det|Art.Def]			.	.
kérdései	""	.	[{"lemma": "kérdés", "tag": "[/N][Pl.Poss.3Sg][Nom]", "morphana": "kérd[/V]=kérd+és[_Ger/N]=és+ei[Pl.Poss.3Sg]=ei+[Nom]=", "readable": "kérd[/V] + és[_Ger/N] + ei[Pl.Poss.3Sg] + [Nom]", "twolevel": "k:k é:é r:r d:d :[/V] é:é s:s :[_Ger/N] e:e i:i :[Pl.Poss.3Sg] :[Nom]"}, {"lemma": "kérdés", "tag": "[/N][Pl.Poss.3Sg][Nom]", "morphana": "kérdés[/N]=kérdés+ei[Pl.Poss.3Sg]=ei+[Nom]=", "readable": "kérdés[/N] + ei[Pl.Poss.3Sg] + [Nom]", "twolevel": "k:k é:é r:r d:d é:é s:s :[/N] e:e i:i :[Pl.Poss.3Sg] :[Nom]"}]	kérdés	[/N][Pl.Poss.3Sg][Nom]			.	.
,	" "	.	[{"lemma": ",", "tag": "[Punct]", "morphana": "", "readable": "", "twolevel": ""}]	,	[Punct]			.	.
amelyekből	" "	.	[{"lemma": "amely", "tag": "[/N|Pro|Rel][Pl][Ela]", "morphana": "amely[/N|Pro|Rel]=amely+ek[Pl]=ek+ből[Ela]=ből", "readable": "amely[/N|Pro|Rel] + ek[Pl] + ből[Ela]", "twolevel": "a:a m:m e:e l:l y:y :[/N|Pro|Rel] e:e k:k :[Pl] b:b ő:ő l:l :[Ela]"}]	amely	[/N|Pro|Rel][Pl][Ela]			.	.
